         21624757 function calls (21476474 primitive calls) in 52.705 seconds

   Ordered by: cumulative time
   List reduced from 2352 to 1077 due to restriction <'mlx'>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_auth.py:207(_clean_token)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_exceptions.py:9(DependencyError)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/codec.py:157(PdfDocIncrementalEncoder)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:83(get_python_version)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/langdetect/utils/ngram.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/codec.py:149(PdfDocStreamReader)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/utils.py:59(__enter__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/codec.py:165(PdfDocIncrementalDecoder)
       22    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/_internal_utils.py:25(to_native_string)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:302(is_google_colab)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:369(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/ImageCms.py:361(PyCMSError)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured_pytesseract/pytesseract.py:113(TSVNotSupported)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/langdetect/detector_factory.py:31(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/jbig2.py:56(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:1145(_normalize_host)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured_pytesseract/pytesseract.py:105(TesseractNotFoundError)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/sessions.py:799(mount)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:245(read_timeout)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_augments.py:24(augment_override_cpp)
       10    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils.py:462(<lambda>)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:163(colour)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfdocument.py:134(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/image.py:51(HifiPrintImageNotTranscodableError)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:393(prepare_method)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/codec.py:145(PdfDocStreamWriter)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/image.py:47(NotExtractableError)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfparser.py:44(set_document)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/response.py:9(is_fp_closed)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/Image.py:3668(register_open)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/metadata.py:102(AltList)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/connection.py:93(_set_socket_options)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/image.py:55(InvalidPdfImageError)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/Image.py:3744(register_extensions)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfdocument.py:202(get_trailer)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:270(__init__)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/hf_api.py:1724(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method mlx.core.linalg.norm}
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/poolmanager.py:390(_merge_pool_kwargs)
       58    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/psparser.py:70(__init__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/retry.py:379(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:172(from_float)
       16    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/retry.py:242(<genexpr>)
       10    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/hooks.py:15(default_hooks)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:277(put)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/sessions.py:91(merge_hooks)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:369(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/_collections.py:82(__init__)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/Image.py:3733(register_extension)
        1    0.000    0.000    0.000    0.000 {built-in method mlx.core.expand_dims}
        1    0.000    0.000    0.000    0.000 {built-in method mlx.core.broadcast_to}
       15    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:214(<genexpr>)
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:126(resolve_default_timeout)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:429(retries)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/hooks.py:22(dispatch_hook)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/_internal_utils.py:38(unicode_is_ascii)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/_collections.py:100(__setitem__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/request.py:144(set_file_position)
        1    0.000    0.000    0.000    0.000 {built-in method mlx.core.log}
        1    0.000    0.000    0.000    0.000 {built-in method mlx.core.multiply}
        6    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/typing_extensions.py:3105(_check_generic)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/structures.py:60(__len__)
        1    0.000    0.000    0.000    0.000 {built-in method mlx.core.arange}
        7    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/packaging/version.py:207(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:733(set_environ)
       14    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:274(__len__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/adapters.py:116(__init__)
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:227(connect_timeout)
       18    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:117(info)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:355(proxy_is_forwarding)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:341(is_closed)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:494(_decode)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:572(prepare_content_length)
        1    0.000    0.000    0.000    0.000 {built-in method mlx.core.tanh}
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:110(__init__)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/_request_methods.py:51(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/Image.py:3691(register_mime)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/proxy.py:11(connection_requires_http_tunnel)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/ssl_.py:209(resolve_ssl_version)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/tqdm.py:172(are_progress_bars_disabled)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:216(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/packaging/version.py:471(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:881(default_user_agent)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/import_utils.py:389(is_torch_available)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/packaging/version.py:537(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/connection.py:103(allowed_gai_family)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:337(_validate_conn)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/adapters.py:555(add_headers)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/packaging/version.py:511(_parse_local_version)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/_distutils_hack/__init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:182(host)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:362(proxy_is_tunneling)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/import_utils.py:760(is_tf_available)


